5.998334288597106934e-02,2.759906053543090820e-01,-8.929406292736530304e-03
6.407116353511810303e-02,2.750237882137298584e-01,-7.912860251963138580e-03
6.469375640153884888e-02,2.765146493911743164e-01,-7.783601526170969009e-03
6.043219566345214844e-02,2.773717343807220459e-01,-8.656504563987255096e-03
7.251674681901931763e-02,2.769203186035156250e-01,-1.842968352138996124e-02
7.251264899969100952e-02,2.804684340953826904e-01,-1.474613416939973831e-02
7.202374190092086792e-02,2.832317650318145752e-01,-1.466007065027952194e-02
7.188877463340759277e-02,2.830229401588439941e-01,-1.754147186875343323e-02
2.686394937336444855e-02,2.376400083303451538e-01,-7.029178738594055176e-02
1.271500345319509506e-02,2.369055449962615967e-01,-7.523453980684280396e-02
1.255368907004594803e-02,2.275401055812835693e-01,-7.207390666007995605e-02
2.575293369591236115e-02,2.256045639514923096e-01,-6.659927219152450562e-02
4.370654746890068054e-02,2.026162594556808472e-01,-4.699858650565147400e-02
3.913853690028190613e-02,2.102673053741455078e-01,-5.242431536316871643e-02
3.752369061112403870e-02,1.992661505937576294e-01,-5.626802891492843628e-02
4.599671065807342529e-02,1.949998140335083008e-01,-4.588874801993370056e-02
3.849636390805244446e-02,3.379944562911987305e-01,7.620984315872192383e-02
4.578496888279914856e-02,3.362850546836853027e-01,7.079045474529266357e-02
4.448430985212326050e-02,3.302116096019744873e-01,7.450202852487564087e-02
-5.998190119862556458e-02,2.759881019592285156e-01,-8.933948352932929993e-03
-6.406980007886886597e-02,2.750210464000701904e-01,-7.917497307062149048e-03
-6.469263136386871338e-02,2.765117883682250977e-01,-7.788592483848333359e-03
-6.043063476681709290e-02,2.773689925670623779e-01,-8.661606349050998688e-03
-7.251507788896560669e-02,2.769171893596649170e-01,-1.843482255935668945e-02
-7.251071929931640625e-02,2.804653644561767578e-01,-1.475124713033437729e-02
-7.202205061912536621e-02,2.832287251949310303e-01,-1.466500665992498398e-02
-7.188709080219268799e-02,2.830197513103485107e-01,-1.754642277956008911e-02
3.750854730606079102e-02,3.312228620052337646e-01,7.876820117235183716e-02
9.112259745597839355e-02,2.986997663974761963e-01,-3.057338483631610870e-02
9.108523279428482056e-02,2.959567010402679443e-01,-3.168424591422080994e-02
9.128182381391525269e-02,2.944941222667694092e-01,-2.975543774664402008e-02
9.116821736097335815e-02,2.969348728656768799e-01,-2.884177304804325104e-02
8.707316219806671143e-02,2.800621390342712402e-01,-2.827534265816211700e-02
8.704300224781036377e-02,2.875561416149139404e-01,-3.010297194123268127e-02
8.834242820739746094e-02,2.902000248432159424e-01,-3.097629174590110779e-02
8.847310394048690796e-02,2.880268990993499756e-01,-3.002631664276123047e-02
8.710785955190658569e-02,2.695989608764648438e-01,-2.466336823999881744e-02
8.611739426851272583e-02,2.702629864215850830e-01,-2.420645579695701599e-02
8.763989806175231934e-02,2.747995257377624512e-01,-2.626101113855838776e-02
8.865697681903839111e-02,2.744621932506561279e-01,-2.695411071181297302e-02
7.243467867374420166e-02,2.513096928596496582e-01,-1.134060323238372803e-03
7.511957734823226929e-02,2.533961534500122070e-01,-3.126812865957617760e-03
7.553526014089584351e-02,2.510174214839935303e-01,-4.314197693020105362e-03
7.099759578704833984e-02,2.497057169675827026e-01,-2.675812225788831711e-03
6.809881329536437988e-02,2.510068118572235107e-01,-3.577236551791429520e-03
7.250969111919403076e-02,2.501032054424285889e-01,-7.825331762433052063e-03
7.203886657953262329e-02,2.531407177448272705e-01,-8.785639889538288116e-03
6.850422918796539307e-02,2.533954381942749023e-01,-5.385904107242822647e-03
8.622344583272933960e-02,3.091028630733489990e-01,-1.634963229298591614e-02
8.650522679090499878e-02,3.057902753353118896e-01,-1.578657701611518860e-02
8.481121808290481567e-02,3.049758672714233398e-01,-1.338770054280757904e-02
8.444996923208236694e-02,3.083668649196624756e-01,-1.359208021312952042e-02
7.223603129386901855e-02,2.757323682308197021e-01,-2.424341626465320587e-02
7.086578011512756348e-02,2.692637443542480469e-01,-2.204884029924869537e-02
7.708004117012023926e-02,2.737563848495483398e-01,-2.535182982683181763e-02
7.737077772617340088e-02,2.765829861164093018e-01,-2.590283192694187164e-02
8.437769860029220581e-02,2.984155416488647461e-01,-2.335429936647415161e-02
8.527357876300811768e-02,2.991356253623962402e-01,-2.687944471836090088e-02
8.572065830230712891e-02,2.969388961791992188e-01,-2.791059203445911407e-02
8.467439562082290649e-02,2.954917550086975098e-01,-2.520683594048023224e-02
8.759199082851409912e-02,3.004292249679565430e-01,-3.167343884706497192e-02
8.773287385702133179e-02,2.973324358463287354e-01,-3.288145363330841064e-02
7.089371979236602783e-02,2.600612044334411621e-01,4.856074228882789612e-04
6.997202336788177490e-02,2.636615335941314697e-01,1.225586747750639915e-03
7.049507647752761841e-02,2.652169466018676758e-01,-1.108797659981064498e-04
7.090406119823455811e-02,2.641392946243286133e-01,-1.469721668399870396e-03
7.134322077035903931e-02,2.767744958400726318e-01,-1.493824273347854614e-02
7.290467619895935059e-02,2.810486853122711182e-01,-1.333472691476345062e-02
8.314704149961471558e-02,2.594999074935913086e-01,-1.911555975675582886e-02
8.304972946643829346e-02,2.614043056964874268e-01,-1.829568669199943542e-02
8.519345521926879883e-02,2.652479410171508789e-01,-2.179841138422489166e-02
8.534526824951171875e-02,2.638701200485229492e-01,-2.290910854935646057e-02
8.015831559896469116e-02,2.640070319175720215e-01,-1.649605669081211090e-02
8.234246820211410522e-02,2.664126753807067871e-01,-2.011433988809585571e-02
8.339665085077285767e-02,2.669356167316436768e-01,-2.187987975776195526e-02
8.237158507108688354e-02,2.649060785770416260e-01,-1.974161714315414429e-02
8.723101019859313965e-02,3.016011416912078857e-01,-2.306920848786830902e-02
8.533561229705810547e-02,3.039711117744445801e-01,-1.843790709972381592e-02
8.625385910272598267e-02,3.035201728343963623e-01,-1.822119764983654022e-02
8.813062310218811035e-02,3.010341823101043701e-01,-2.292256616055965424e-02
7.932555675506591797e-02,2.887032926082611084e-01,-2.584177814424037933e-02
7.801143825054168701e-02,2.937526106834411621e-01,-2.418785728514194489e-02
7.702267169952392578e-02,2.931045591831207275e-01,-2.401970885694026947e-02
7.823848724365234375e-02,2.886568605899810791e-01,-2.559540420770645142e-02
8.758876472711563110e-02,2.980156838893890381e-01,-2.968544140458106995e-02
8.787417411804199219e-02,2.953080832958221436e-01,-3.061709553003311157e-02
8.615214377641677856e-02,2.942242622375488281e-01,-2.908485941588878632e-02
7.427503913640975952e-02,2.962324023246765137e-01,-1.178779266774654388e-02
7.504537701606750488e-02,2.971927225589752197e-01,-1.297411881387233734e-02
7.543995231389999390e-02,2.955346405506134033e-01,-1.343031879514455795e-02
7.502120733261108398e-02,2.942665219306945801e-01,-1.237806957215070724e-02
7.512250542640686035e-02,2.498614639043807983e-01,-7.657249458134174347e-03
6.899927556514739990e-02,2.604651451110839844e-01,-1.577512733638286591e-02
7.082604616880416870e-02,2.609915137290954590e-01,-1.732894033193588257e-02
7.362528890371322632e-02,2.649952471256256104e-01,-2.035212703049182892e-02
7.225002348423004150e-02,2.661133110523223877e-01,-2.074961364269256592e-02
6.827381253242492676e-02,2.528837323188781738e-01,8.838613284751772881e-04
7.127773761749267578e-02,2.531686425209045410e-01,9.624396916478872299e-04
7.196353375911712646e-02,2.519418001174926758e-01,-1.408369280397891998e-04
6.894328445196151733e-02,2.513332366943359375e-01,-5.747911636717617512e-04
7.744518667459487915e-02,3.006853461265563965e-01,-1.334051787853240967e-02
7.984876632690429688e-02,2.999855875968933105e-01,-1.556872855871915817e-02
7.789833843708038330e-02,2.990046441555023193e-01,-1.479944679886102676e-02
7.633446902036666870e-02,2.993964552879333496e-01,-1.301383413374423981e-02
8.583894371986389160e-02,2.857042551040649414e-01,-2.833694405853748322e-02
8.490772545337677002e-02,2.925587594509124756e-01,-2.671354077756404877e-02
8.550090342760086060e-02,2.765760421752929688e-01,-2.255711890757083893e-02
8.543296158313751221e-02,2.766177952289581299e-01,-2.552134543657302856e-02
8.480838686227798462e-02,2.725915908813476562e-01,-2.394342608749866486e-02
-2.686794474720954895e-02,2.376372069120407104e-01,-7.029295712709426880e-02
-1.271879766136407852e-02,2.369042336940765381e-01,-7.523516565561294556e-02
-1.255746372044086456e-02,2.275383025407791138e-01,-7.207514345645904541e-02
-2.575734071433544159e-02,2.256015688180923462e-01,-6.660041958093643188e-02
8.491910248994827271e-02,2.726429104804992676e-01,-2.107058651745319366e-02
8.521213382482528687e-02,2.848043739795684814e-01,-2.280280366539955139e-02
8.540572971105575562e-02,2.846819758415222168e-01,-2.620994485914707184e-02
8.887244760990142822e-02,2.937774956226348877e-01,-2.839474380016326904e-02
8.895633369684219360e-02,2.875628173351287842e-01,-2.857181988656520844e-02
8.846856653690338135e-02,2.942899167537689209e-01,-2.931375429034233093e-02
7.591222226619720459e-02,2.971075773239135742e-01,-2.200875617563724518e-02
7.608138024806976318e-02,3.001840710639953613e-01,-2.616954036056995392e-02
7.530402392148971558e-02,2.933935821056365967e-01,-2.750143967568874359e-02
7.613436132669448853e-02,2.945925891399383545e-01,-2.322773635387420654e-02
7.115565985441207886e-02,2.691005170345306396e-01,-6.955689750611782074e-04
7.247129082679748535e-02,2.711604237556457520e-01,-2.065383829176425934e-03
7.134889066219329834e-02,2.688412666320800781e-01,-3.439081832766532898e-03
7.055620849132537842e-02,2.667181491851806641e-01,-2.842634683474898338e-03
